"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","...30","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"1206","Master","Married",50965,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,NA,1,1,0,3,68,728584,685,19,36.1,15.8,1,728497
"1207","PhD","Married",84618,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,NA,0,1,0,2,59,727580,1672,25,66.9,4,1,727484
"1208","Graduation","Married",18351,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,NA,0,1,0,2,34,725054,43,5,8.6,20,0,725053
"1209","PhD","Together",40451,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,NA,2,1,0,4,67,730045,49,4,12.2,25,1,729991
"1210","Graduation","Together",36317,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,NA,1,1,0,3,59,727764,133,7,19,28.6,0,727711
"1211","Graduation","Together",42213,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,NA,1,1,0,3,67,731263,363,13,27.9,15.4,1,731167
"1212","Graduation","Together",65748,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,NA,1,1,0,3,69,730351,545,16,34.1,12.5,0,730293
"1213","Graduation","Together",77044,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,NA,1,1,0,3,52,725785,1065,29,36.7,6.9,1,725773
"1214","Graduation","Together",74918,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,NA,0,1,0,2,55,731477,2047,20,102.3,5,1,731399
"1215","Graduation","Married",56721,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,NA,2,1,0,4,52,724324,296,10,29.6,50,0,724260
"1216","Graduation","Single",42160,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,NA,2,0,0,3,49,725541,140,7,20,57.1,1,725515
"1217","Graduation","Single",61559,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,NA,1,0,0,2,59,729529,530,16,33.1,6.2,0,729521
"1218","PhD","Together",33629,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,NA,2,1,0,4,61,732785,152,8,19,62.5,0,732736
"1219","PhD","Together",68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,NA,0,1,0,2,33,733455,1598,23,69.5,4.3,0,733399
"1220","Graduation","Single",34377,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,NA,1,0,0,2,61,728980,114,6,19,33.3,0,728925
"1221","Basic","Single",8940,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,NA,1,0,0,2,38,727672,101,7,14.4,42.9,0,727647
"1222","Graduation","Married",26228,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,51,727641,25,3,8.3,33.3,0,727591
"1223","2n Cycle","Divorced",77297,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,NA,0,0,0,1,67,726423,789,21,37.6,4.8,1,726339
"1224","Graduation","Married",40211,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,NA,2,1,0,4,43,724781,87,5,17.4,40,1,724751
"1225","PhD","Widow",33438,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,NA,2,0,0,3,66,727641,90,7,12.9,57.1,0,727560
"1226","PhD","Married",75032,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,NA,1,1,0,3,65,725602,1215,18,67.5,11.1,0,725528
"1227","PhD","Single",61284,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,NA,0,0,0,1,69,731263,811,21,38.6,4.8,1,731187
"1228","Graduation","Married",22518,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,NA,1,1,0,3,38,727611,61,5,12.2,40,2,727575
"1229","Master","Married",54730,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,NA,1,1,0,3,49,730229,405,13,31.2,38.5,0,730165
"1230","Master","Married",38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,69,724903,72,6,12,50,0,724841
"1231","Graduation","Divorced",44421,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,NA,2,0,0,3,53,730410,189,9,21,55.6,0,730357
"1232","PhD","Together",38197,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,NA,1,1,0,3,38,725176,40,4,10,25,0,725090
"1233","Graduation","Divorced",41986,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,NA,1,0,0,2,46,732601,63,7,9,42.9,0,732586
"1234","Graduation","Together",28427,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,41,728190,52,5,10.4,40,0,728123
"1235","PhD","Together",37395,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,48,735069,39,4,9.8,25,0,735022
"1236","Graduation","Married",64722,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,NA,1,1,0,3,53,726303,805,21,38.3,19,0,726256
"1237","Master","Together",55249,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,NA,1,1,0,3,68,729620,130,7,18.6,14.3,0,729539
"1238","Graduation","Together",84906,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,NA,0,1,0,2,52,734185,1631,23,70.9,4.3,3,734087
"1239","Graduation","Married",28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,35,734277,34,4,8.5,25,0,734221
"1240","Graduation","Single",44213,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,NA,2,0,0,3,72,725023,152,8,19,50,0,724975
"1241","Basic","Single",25707,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,40,729345,21,4,5.2,25,0,729327
"1242","PhD","Married",59062,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,NA,3,1,0,5,57,734551,71,5,14.2,40,0,734477
"1243","Graduation","Single",76624,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,NA,1,0,0,2,62,727033,899,22,40.9,4.5,1,726965
"1244","Master","Together",66000,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,NA,0,1,0,2,77,728524,711,9,79,11.1,0,728488
"1245","PhD","Together",27683,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,NA,1,1,0,3,46,734246,351,12,29.2,33.3,0,734156
"1246","Graduation","Divorced",1730,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,NA,0,0,0,1,53,729225,8,0,200,Inf,0,729160
"1247","Basic","Single",7500,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,NA,1,0,0,2,32,734490,119,7,17,57.1,0,734427
"1248","Graduation","Together",40521,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,NA,2,1,0,4,56,734003,21,3,7,33.3,0,733921
"1249","PhD","Together",20427,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,51,727094,10,3,3.3,33.3,0,727031
"1250","Graduation","Married",65106,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,NA,1,1,0,3,49,727033,973,24,40.5,12.5,1,726978
"1251","PhD","Married",69969,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,NA,0,1,0,2,59,725846,1536,12,128,8.3,3,725782
"1252","Graduation","Married",67433,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,NA,2,1,0,4,72,729894,992,24,41.3,16.7,1,729843
"1253","PhD","Married",77766,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,NA,1,1,0,3,57,727853,1529,32,47.8,6.2,2,727756
"1254","Graduation","Married",74716,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,NA,1,1,0,3,52,731293,860,15,57.3,13.3,0,731201
"1255","Graduation","Divorced",68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,NA,1,0,0,2,61,729072,928,21,44.2,9.5,0,729021
"1256","PhD","Married",55158,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,NA,2,1,0,4,54,724781,418,14,29.9,28.6,1,724709
"1257","2n Cycle","Married",62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,NA,1,1,0,3,69,734612,587,14,41.9,14.3,1,734573
"1258","Graduation","Married",74190,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,NA,1,1,0,3,49,731416,641,17,37.7,11.8,0,731367
"1259","Graduation","Married",39356,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,NA,2,1,0,4,48,728921,23,3,7.7,33.3,1,728900
"1260","Graduation","Together",76653,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,NA,0,1,0,2,55,729863,2279,22,103.6,4.5,2,729772
"1261","PhD","Divorced",35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,NA,2,0,0,3,51,728860,49,4,12.2,50,1,728823
"1262","PhD","Divorced",90687,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,NA,0,0,0,1,41,727764,1779,16,111.2,6.2,2,727666
"1263","Master","Together",73450,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,NA,0,1,0,2,42,733759,1804,26,69.4,3.8,2,733674
"1264","Graduation","Married",31454,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,NA,2,1,0,4,64,733547,48,5,9.6,60,0,733507
"1265","Graduation","Single",47139,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,NA,2,0,0,3,72,733669,83,5,16.6,40,1,733667
"1266","Graduation","Divorced",83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,NA,0,0,0,1,49,732724,1862,17,109.5,0,4,732646
"1267","PhD","Married",53378,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,NA,2,1,0,4,61,726910,793,19,41.7,52.6,1,726869
"1268","Graduation","Together",19656,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,NA,1,1,0,3,54,732967,84,6,14,50,0,732873
"1269","PhD","Married",45579,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,NA,1,1,0,3,76,728402,183,9,20.3,11.1,0,728392
"1270","2n Cycle","Single",85485,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,NA,0,0,0,1,66,728098,1383,18,76.8,5.6,0,728025
"1271","Graduation","Married",55956,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,NA,0,1,0,2,80,733273,999,14,71.4,14.3,1,733251
"1272","Master","Single",64191,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,NA,1,0,0,2,61,727884,825,21,39.3,14.3,0,727854
"1273","Graduation","Single",38808,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,NA,1,0,0,2,52,726211,246,10,24.6,40,2,726190
"1274","Master","Married",57183,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,NA,2,1,0,4,58,728921,610,17,35.9,47.1,0,728870
"1275","Master","Divorced",23748,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,NA,1,0,0,2,56,727945,76,6,12.7,50,0,727848
"1276","Graduation","Married",66303,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,NA,1,1,0,3,53,726392,1286,18,71.4,22.2,1,726336
"1277","Master","Married",37368,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,NA,1,1,0,3,49,729741,30,3,10,33.3,1,729737
"1278","Graduation","Married",40800,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,NA,3,1,0,5,60,735554,99,6,16.5,33.3,0,735477
"1279","Graduation","Divorced",71847,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,NA,0,0,0,1,46,728006,1192,22,54.2,0,1,727911
"1280","Graduation","Married",46149,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,NA,1,1,0,3,49,725023,362,13,27.8,38.5,0,724987
"1281","Graduation","Together",78687,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,NA,0,1,0,2,41,732420,2130,18,118.3,5.6,2,732407
"1282","2n Cycle","Divorced",49118,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,NA,0,0,0,1,53,729133,1229,26,47.3,7.7,3,729043
"1283","PhD","Married",37633,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,NA,2,1,0,4,67,728371,38,4,9.5,50,0,728322
"1284","Master","Together",39767,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,NA,0,1,0,2,73,728068,485,15,32.3,13.3,0,728050
"1285","Basic","Married",26997,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,NA,0,1,0,2,73,733789,434,11,39.5,18.2,0,733700
"1286","Graduation","Divorced",33986,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,NA,1,0,0,2,54,730747,44,4,11,25,0,730704
"1287","PhD","Married",57091,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,NA,1,1,0,3,52,727215,496,16,31,12.5,2,727133
"1288","2n Cycle","Married",46831,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,NA,2,1,0,4,55,732846,78,5,15.6,40,0,732762
"1289","Master","Married",83151,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,NA,0,1,0,2,52,732236,2346,22,106.6,4.5,4,732156
"1290","Graduation","Married",52531,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,NA,0,1,0,2,53,724628,794,19,41.8,10.5,0,724560
"1291","Graduation","Married",15759,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,NA,0,1,0,2,68,733850,17,3,5.7,33.3,0,733838
"1292","Graduation","Single",22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,NA,1,0,0,2,53,724416,26,4,6.5,25,0,724341
"1293","2n Cycle","Married",43050,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,NA,1,1,0,3,51,729286,76,6,12.7,33.3,0,729276
"1294","PhD","Single",42997,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,NA,2,0,0,3,47,733029,15,3,5,33.3,0,732938
"1295","PhD","Single",48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,NA,2,0,0,3,61,731446,62,5,12.4,40,0,731425
"1296","Master","Together",60033,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,NA,1,1,0,3,70,725268,198,8,24.8,25,0,725240
"1297","PhD","Together",34043,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,NA,1,1,0,3,46,726515,49,4,12.2,25,0,726418
"1298","Graduation","Together",57811,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,NA,1,1,0,3,58,727002,802,20,40.1,25,1,726953
"1299","Graduation","Married",78569,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,NA,0,1,0,2,78,728949,1736,14,124,7.1,2,728935
"1300","Graduation","Single",7500,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,NA,2,0,0,3,46,725724,57,6,9.5,66.7,0,725719
"1301","Master","Together",120000,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,NA,1,1,0,3,53,734307,59,2,29.5,0,0,734270
"1302","Graduation","Together",94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,NA,0,1,0,2,71,734399,2302,18,127.9,0,4,734337
"1303","2n Cycle","Married",23148,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,NA,0,1,0,2,39,729314,37,5,7.4,20,0,729231
"1304","Graduation","Divorced",44267,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,NA,2,0,0,3,54,726757,310,11,28.2,45.5,0,726709
"1305","Graduation","Married",71626,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,NA,0,1,0,2,45,735250,1305,18,72.5,5.6,1,735156
"1306","Graduation","Together",60894,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,NA,1,1,0,3,58,725541,832,21,39.6,23.8,0,725480
"1307","Graduation","Together",50200,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,NA,2,1,0,4,48,734734,401,13,30.8,46.2,0,734664
"1308","PhD","Married",81051,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,NA,0,1,0,2,59,727399,1501,22,68.2,4.5,2,727356
"1309","Graduation","Married",65169,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,NA,0,1,0,2,42,730806,1189,27,44,3.7,5,730783
"1310","Graduation","Together",59868,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,NA,1,1,0,3,52,727703,1194,25,47.8,28,0,727666
"1311","PhD","Married",65695,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,NA,1,1,0,3,64,724597,656,19,34.5,10.5,0,724547
"1312","Master","Single",64857,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,NA,0,0,0,1,68,727215,1540,22,70,4.5,0,727137
"1313","Master","Together",45143,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,NA,1,1,0,3,59,726211,311,12,25.9,25,0,726137
"1314","2n Cycle","Together",74805,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,NA,1,1,0,3,69,733424,820,21,39,23.8,0,733410
"1315","2n Cycle","Married",59060,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,NA,1,1,0,3,35,731902,274,11,24.9,27.3,0,731825
"1316","PhD","Single",27238,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,NA,2,0,0,3,62,728524,57,6,9.5,50,0,728485
"1317","Graduation","Together",47009,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,NA,1,1,0,3,59,735281,448,13,34.5,30.8,0,735192
"1318","2n Cycle","Married",46094,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,51,732116,44,4,11,25,0,732054
"1319","Graduation","Married",40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,NA,2,1,0,4,52,725146,102,6,17,33.3,0,725087
"1320","Graduation","Together",37235,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,NA,1,1,0,3,40,735523,61,4,15.2,25,0,735455
"1321","Master","Married",81843,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,NA,0,1,0,2,64,727794,1643,26,63.2,3.8,0,727781
"1322","Master","Together",46692,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,NA,1,1,0,3,66,733577,397,12,33.1,25,0,733540
"1323","Graduation","Together",77382,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,NA,1,1,0,3,56,733363,1121,24,46.7,8.3,1,733327
"1324","Graduation","Single",37774,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,NA,2,0,0,3,47,734581,473,12,39.4,33.3,2,734553
"1325","Basic","Married",18393,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,NA,1,1,0,3,50,725268,50,6,8.3,33.3,0,725266
"1326","Master","Married",72828,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,NA,1,1,0,3,62,730775,1678,22,76.3,27.3,0,730758
"1327","Graduation","Married",24711,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,NA,0,1,0,2,42,729255,58,6,9.7,16.7,0,729169
"1328","PhD","Married",45503,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,NA,1,1,0,3,49,726545,170,8,21.2,12.5,0,726491
"1329","Master","Single",6560,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,NA,0,0,0,1,42,731202,373,2,186.5,0,0,731200
"1330","PhD","Together",71604,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,NA,0,1,0,2,79,729406,1196,16,74.8,6.2,2,729403
"1331","Graduation","Married",27244,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,NA,1,1,0,3,45,733304,101,6,16.8,33.3,0,733220
"1332","Graduation","Married",48752,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,NA,2,1,0,4,55,731202,316,12,26.3,41.7,1,731194
"1333","Graduation","Married",71434,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,NA,1,1,0,3,62,729102,1400,18,77.8,16.7,2,729098
"1334","Graduation","Single",90842,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,NA,0,0,0,1,76,725146,1424,26,54.8,3.8,0,725089
"1335","Master","Married",88097,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,NA,1,1,0,3,46,729133,844,19,44.4,5.3,4,729109
"1336","Graduation","Married",51948,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,NA,1,1,0,3,49,729467,311,11,28.3,18.2,0,729416
"1337","Graduation","Together",71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,NA,0,1,0,2,42,732877,1149,16,71.8,6.2,0,732848
"1338","Master","Married",35876,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,NA,0,1,0,2,41,728524,129,7,18.4,14.3,0,728511
"1339","Graduation","Widow",40049,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,72,729802,32,4,8,25,0,729779
"1340","Graduation","Single",39660,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,NA,1,0,0,2,42,732785,299,11,27.2,27.3,1,732749
"1341","Graduation","Together",50127,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,NA,1,1,0,3,62,725207,320,12,26.7,8.3,1,725119
"1342","Master","Married",43263,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,NA,1,1,0,3,47,727945,441,13,33.9,23.1,0,727943
"1343","Master","Married",62845,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,NA,2,1,0,4,75,735281,1178,17,69.3,64.7,2,735278
"1344","Graduation","Married",18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,NA,0,1,0,2,34,730045,85,5,17,20,0,730030
"1345","Basic","Single",24367,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,NA,1,0,0,2,42,728555,24,3,8,33.3,0,728497
"1346","Graduation","Single",33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,NA,1,0,0,2,49,728584,112,6,18.7,33.3,0,728573
"1347","2n Cycle","Married",26887,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,NA,1,1,0,3,65,732236,30,4,7.5,25,0,732209
"1348","PhD","Married",50150,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,NA,0,1,0,2,41,728463,410,14,29.3,14.3,0,728431
"1349","Graduation","Together",62061,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,NA,1,1,0,3,48,724385,800,21,38.1,14.3,1,724373
"1350","PhD","Divorced",85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,NA,0,0,0,1,62,734704,1313,19,69.1,5.3,1,734616
"1351","PhD","Together",76542,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,NA,0,1,0,2,68,724903,1483,22,67.4,4.5,0,724812
"1352","Graduation","Single",70515,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,NA,0,0,0,1,31,727976,1258,16,78.6,6.2,1,727964
"1353","Graduation","Together",18227,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,NA,1,1,0,3,37,732693,28,3,9.3,33.3,0,732672
"1354","Graduation","Married",69139,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,NA,1,1,0,3,59,726058,227,10,22.7,10,0,726035
"1355","Graduation","Married",69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,NA,0,1,0,2,42,732328,1555,19,81.8,5.3,2,732318
"1356","Graduation","Single",69627,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,NA,1,0,0,2,62,729651,861,21,41,9.5,0,729616
"1357","Graduation","Married",38136,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,NA,1,1,0,3,46,727794,103,6,17.2,33.3,1,727725
"1358","PhD","Single",62159,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,NA,0,0,0,1,78,725602,634,18,35.2,5.6,0,725534
"1359","Graduation","Single",80695,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,NA,0,0,0,1,61,724993,1918,18,106.6,5.6,0,724908
"1360","Master","Single",33316,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,NA,2,0,0,3,53,734185,131,7,18.7,42.9,0,734151
"1361","Graduation","Together",58554,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,NA,2,1,0,4,56,726180,586,16,36.6,37.5,0,726125
"1362","Basic","Married",17256,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,NA,1,1,0,3,32,727215,62,5,12.4,40,1,727205
"1363","Graduation","Divorced",53034,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,NA,2,0,0,3,50,724842,447,14,31.9,57.1,0,724812
"1364","2n Cycle","Together",52203,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,NA,0,1,0,2,74,724416,939,26,36.1,3.8,0,724380
"1365","2n Cycle","Divorced",59601,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,NA,1,0,0,2,47,726607,797,11,72.5,36.4,1,726593
"1366","Master","Single",75154,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,NA,1,0,0,2,66,734215,1143,15,76.2,6.7,1,734136
